"feature" "activity" "subjectID" "value"
"fBodyBodyGyroMag-mean()" "SITTING" "5" -0.944760322045455
"fBodyBodyGyroMag-std()" "SITTING" "5" -0.934746865454545
"fBodyBodyGyroJerkMag-mean()" "SITTING" "5" -0.971598370227273
"fBodyBodyGyroJerkMag-std()" "SITTING" "5" -0.970675403409091
"tBodyAcc-mean()-X" "STANDING" "5" 0.282544390892857
"tBodyAcc-mean()-Y" "STANDING" "5" -0.00700418554517857
"tBodyAcc-mean()-Z" "STANDING" "5" -0.102171095696429
"tBodyAcc-std()-X" "STANDING" "5" -0.968591815714286
"tBodyAcc-std()-Y" "STANDING" "5" -0.869439913392857
"tBodyAcc-std()-Z" "STANDING" "5" -0.869327321785714
"tGravityAcc-mean()-X" "STANDING" "5" 0.960188699107143
"tGravityAcc-mean()-Y" "STANDING" "5" -0.03871012665
"tGravityAcc-mean()-Z" "STANDING" "5" 0.138638436607143
"tGravityAcc-std()-X" "STANDING" "5" -0.974088206071429
"tGravityAcc-std()-Y" "STANDING" "5" -0.931973943392857
"tGravityAcc-std()-Z" "STANDING" "5" -0.914608495714286
"tBodyAccJerk-mean()-X" "STANDING" "5" 0.0725189859107143
"tBodyAccJerk-mean()-Y" "STANDING" "5" -0.00221990214464286
"tBodyAccJerk-mean()-Z" "STANDING" "5" -0.0122812220569643
"tBodyAccJerk-std()-X" "STANDING" "5" -0.962647080178571
"tBodyAccJerk-std()-Y" "STANDING" "5" -0.931217140714286
"tBodyAccJerk-std()-Z" "STANDING" "5" -0.963832118928571
"tBodyGyro-mean()-X" "STANDING" "5" -0.0322711902673214
"tBodyGyro-mean()-Y" "STANDING" "5" -0.050987505
"tBodyGyro-mean()-Z" "STANDING" "5" 0.0690945763946429
"tBodyGyro-std()-X" "STANDING" "5" -0.910395222321429
"tBodyGyro-std()-Y" "STANDING" "5" -0.933738104107143
"tBodyGyro-std()-Z" "STANDING" "5" -0.907471555714286
"tBodyGyroJerk-mean()-X" "STANDING" "5" -0.0922249863035714
"tBodyGyroJerk-mean()-Y" "STANDING" "5" -0.0399108188821429
"tBodyGyroJerk-mean()-Z" "STANDING" "5" -0.0422221341625
"tBodyGyroJerk-std()-X" "STANDING" "5" -0.941930044107143
"tBodyGyroJerk-std()-Y" "STANDING" "5" -0.961177741607143
"tBodyGyroJerk-std()-Z" "STANDING" "5" -0.944755343035714
"tBodyAccMag-mean()" "STANDING" "5" -0.906104701071429
"tBodyAccMag-std()" "STANDING" "5" -0.87977380125
"tGravityAccMag-mean()" "STANDING" "5" -0.906104701071429
"tGravityAccMag-std()" "STANDING" "5" -0.87977380125
"tBodyAccJerkMag-mean()" "STANDING" "5" -0.956863566071429
"tBodyAccJerkMag-std()" "STANDING" "5" -0.942962047678571
"tBodyGyroMag-mean()" "STANDING" "5" -0.900671630714286
"tBodyGyroMag-std()" "STANDING" "5" -0.867041711785714
"tBodyGyroJerkMag-mean()" "STANDING" "5" -0.958405900892857
"tBodyGyroJerkMag-std()" "STANDING" "5" -0.947970723571429
"fBodyAcc-mean()-X" "STANDING" "5" -0.964500917321429
"fBodyAcc-mean()-Y" "STANDING" "5" -0.890796360535714
"fBodyAcc-mean()-Z" "STANDING" "5" -0.915083799107143
"fBodyAcc-std()-X" "STANDING" "5" -0.97066840875
"fBodyAcc-std()-Y" "STANDING" "5" -0.867933178017857
"fBodyAcc-std()-Z" "STANDING" "5" -0.858231387857143
"fBodyAccJerk-mean()-X" "STANDING" "5" -0.963059235178571
"fBodyAccJerk-mean()-Y" "STANDING" "5" -0.93137020875
"fBodyAccJerk-mean()-Z" "STANDING" "5" -0.958438726607143
"fBodyAccJerk-std()-X" "STANDING" "5" -0.965778920714286
"fBodyAccJerk-std()-Y" "STANDING" "5" -0.936202600714286
"fBodyAccJerk-std()-Z" "STANDING" "5" -0.96807230125
"fBodyGyro-mean()-X" "STANDING" "5" -0.909661802321429
"fBodyGyro-mean()-Y" "STANDING" "5" -0.939373524464286
"fBodyGyro-mean()-Z" "STANDING" "5" -0.907190836607143
"fBodyGyro-std()-X" "STANDING" "5" -0.912780915714286
"fBodyGyro-std()-Y" "STANDING" "5" -0.931857811428571
"fBodyGyro-std()-Z" "STANDING" "5" -0.91678935625
"fBodyAccMag-mean()" "STANDING" "5" -0.9046413925
"fBodyAccMag-std()" "STANDING" "5" -0.886745170714286
"fBodyBodyAccJerkMag-mean()" "STANDING" "5" -0.941825903035714
"fBodyBodyAccJerkMag-std()" "STANDING" "5" -0.943601960178571
"fBodyBodyGyroMag-mean()" "STANDING" "5" -0.904543921607143
"fBodyBodyGyroMag-std()" "STANDING" "5" -0.868913993928571
"fBodyBodyGyroJerkMag-mean()" "STANDING" "5" -0.952286438035714
"fBodyBodyGyroJerkMag-std()" "STANDING" "5" -0.946196462857143
"tBodyAcc-mean()-X" "WALKING" "5" 0.27784234625
"tBodyAcc-mean()-Y" "WALKING" "5" -0.0172850317482679
"tBodyAcc-mean()-Z" "WALKING" "5" -0.107741776464286
"tBodyAcc-std()-X" "WALKING" "5" -0.294098534232143
"tBodyAcc-std()-Y" "WALKING" "5" 0.0767484028053571
"tBodyAcc-std()-Z" "WALKING" "5" -0.45702143625
"tGravityAcc-mean()-X" "WALKING" "5" 0.972624959821429
"tGravityAcc-mean()-Y" "WALKING" "5" -0.100440285303571
"tGravityAcc-mean()-Z" "WALKING" "5" 0.00247623628392857
"tGravityAcc-std()-X" "WALKING" "5" -0.979348381428571
"tGravityAcc-std()-Y" "WALKING" "5" -0.961585474821429
"tGravityAcc-std()-Z" "WALKING" "5" -0.964580803928571
"tBodyAccJerk-mean()-X" "WALKING" "5" 0.0845888833571429
"tBodyAccJerk-mean()-Y" "WALKING" "5" -0.0163194101232143
"tBodyAccJerk-mean()-Z" "WALKING" "5" 8.32159351785732e-05
"tBodyAccJerk-std()-X" "WALKING" "5" -0.302891024625
"tBodyAccJerk-std()-Y" "WALKING" "5" -0.0910397428607143
"tBodyAccJerk-std()-Z" "WALKING" "5" -0.612895318571429
"tBodyGyro-mean()-X" "WALKING" "5" -0.0488919896632143
"tBodyGyro-mean()-Y" "WALKING" "5" -0.0690135249642857
"tBodyGyro-mean()-Z" "WALKING" "5" 0.0815435495892857
"tBodyGyro-std()-X" "WALKING" "5" -0.490877497857143
"tBodyGyro-std()-Y" "WALKING" "5" -0.504622029821429
"tBodyGyro-std()-Z" "WALKING" "5" -0.318700615178571
"tBodyGyroJerk-mean()-X" "WALKING" "5" -0.0888408355267857
"tBodyGyroJerk-mean()-Y" "WALKING" "5" -0.0449559531089286
"tBodyGyroJerk-mean()-Z" "WALKING" "5" -0.0482679596035714
"tBodyGyroJerk-std()-X" "WALKING" "5" -0.357681403285714
"tBodyGyroJerk-std()-Y" "WALKING" "5" -0.57143812375
"tBodyGyroJerk-std()-Z" "WALKING" "5" -0.157682543983929
"tBodyAccMag-mean()" "WALKING" "5" -0.158338674394643
"tBodyAccMag-std()" "WALKING" "5" -0.377178733392857
"tGravityAccMag-mean()" "WALKING" "5" -0.158338674394643
"tGravityAccMag-std()" "WALKING" "5" -0.377178733392857
"tBodyAccJerkMag-mean()" "WALKING" "5" -0.288333024071429
"tBodyAccJerkMag-std()" "WALKING" "5" -0.282242276785714
"tBodyGyroMag-mean()" "WALKING" "5" -0.355933083571429
"tBodyGyroMag-std()" "WALKING" "5" -0.492176823571429
"tBodyGyroJerkMag-mean()" "WALKING" "5" -0.444532485357143
"tBodyGyroJerkMag-std()" "WALKING" "5" -0.48919974625
"fBodyAcc-mean()-X" "WALKING" "5" -0.287782607410714
"fBodyAcc-mean()-Y" "WALKING" "5" 0.00946037755178572
"fBodyAcc-mean()-Z" "WALKING" "5" -0.490251090714286
"fBodyAcc-std()-X" "WALKING" "5" -0.297517355196429
"fBodyAcc-std()-Y" "WALKING" "5" 0.0426026830839286
"fBodyAcc-std()-Z" "WALKING" "5" -0.483059957321429
"fBodyAccJerk-mean()-X" "WALKING" "5" -0.344954806428571
"fBodyAccJerk-mean()-Y" "WALKING" "5" -0.181055554206071
"fBodyAccJerk-mean()-Z" "WALKING" "5" -0.590496615535714
"fBodyAccJerk-std()-X" "WALKING" "5" -0.3213903195
"fBodyAccJerk-std()-Y" "WALKING" "5" -0.0545213604089286
"fBodyAccJerk-std()-Z" "WALKING" "5" -0.633429995714286
"fBodyGyro-mean()-X" "WALKING" "5" -0.372668749642857
"fBodyGyro-mean()-Y" "WALKING" "5" -0.513951718392857
"fBodyGyro-mean()-Z" "WALKING" "5" -0.213127031035714
"fBodyGyro-std()-X" "WALKING" "5" -0.529392790178571
"fBodyGyro-std()-Y" "WALKING" "5" -0.502683380535714
"fBodyGyro-std()-Z" "WALKING" "5" -0.420367075178571
"fBodyAccMag-mean()" "WALKING" "5" -0.304992488892857
"fBodyAccMag-std()" "WALKING" "5" -0.519636926071429
"fBodyBodyAccJerkMag-mean()" "WALKING" "5" -0.269481661080357
"fBodyBodyAccJerkMag-std()" "WALKING" "5" -0.305685376071429
"fBodyBodyGyroMag-mean()" "WALKING" "5" -0.484262828928571
"fBodyBodyGyroMag-std()" "WALKING" "5" -0.589741506785714
"fBodyBodyGyroJerkMag-mean()" "WALKING" "5" -0.548053574821429
"fBodyBodyGyroJerkMag-std()" "WALKING" "5" -0.455665300892857
"tBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "5" 0.29354392712766
"tBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.00850107533191489
"tBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "5" -0.100319930659574
"tBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "5" 0.275046110468085
"tBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "5" 0.0907630761042553
"tBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.325891435319149
"tGravityAcc-mean()-X" "WALKING_DOWNSTAIRS" "5" 0.956649352553192
"tGravityAcc-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.0607578318319149
"tGravityAcc-mean()-Z" "WALKING_DOWNSTAIRS" "5" 0.0216777910246191
"tGravityAcc-std()-X" "WALKING_DOWNSTAIRS" "5" -0.950490938510638
"tGravityAcc-std()-Y" "WALKING_DOWNSTAIRS" "5" -0.912363420851064
"tGravityAcc-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.927192732978723
"tBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "5" 0.109650600459574
"tBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "5" 0.0137618233808511
"tBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "5" 0.0213397664446809
"tBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "5" 0.0322415501638298
"tBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "5" 0.0473612314702128
"tBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.52265163787234
"tBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "5" -0.068294569906383
"tBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.0707805998787234
"tBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "5" 0.0806559989574468
"tBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "5" -0.46064684487234
"tBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "5" -0.409134149148936
"tBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.227869042382979
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" "5" -0.110149008255319
"tBodyGyroJerk-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.0708296588478723
"tBodyGyroJerk-mean()-Z" "WALKING_DOWNSTAIRS" "5" -0.0399656935617021
"tBodyGyroJerk-std()-X" "WALKING_DOWNSTAIRS" "5" -0.411302217446809
"tBodyGyroJerk-std()-Y" "WALKING_DOWNSTAIRS" "5" -0.514591487234043
"tBodyGyroJerk-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.0344217467042553
"tBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "5" 0.211138853638298
"tBodyAccMag-std()" "WALKING_DOWNSTAIRS" "5" 0.205422375957447
"tGravityAccMag-mean()" "WALKING_DOWNSTAIRS" "5" 0.211138853638298
"tGravityAccMag-std()" "WALKING_DOWNSTAIRS" "5" 0.205422375957447
"tBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "5" -0.0637528559361702
"tBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "5" -0.0292570509829787
"tBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "5" -0.218029835319149
"tBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "5" -0.360678305253192
"tBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "5" -0.39719562106383
"tBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "5" -0.450303212340426
"fBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "5" 0.0984320090212766
"fBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "5" 0.0792280694042553
"fBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "5" -0.374740089574468
"fBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "5" 0.336554724893617
"fBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "5" 0.0268269875085106
"fBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.353397850212766
"fBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "5" -0.0368012151170213
"fBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.0568032957531915
"fBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "5" -0.491979946170213
"fBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "5" 0.011055933212766
"fBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "5" 0.0901720096791489
"fBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.551178075319149
"fBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "5" -0.295345101425532
"fBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "5" -0.382483075106383
"fBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "5" -0.034175027916383
"fBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "5" -0.51494094106383
"fBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "5" -0.431552775319149
"fBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "5" -0.374705187021277
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "5" 0.155742168808511
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" "5" 0.0428533623276596
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "5" 0.00918394264170213
"fBodyBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "5" -0.089735699787234
"fBodyBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "5" -0.349338414731915
"fBodyBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "5" -0.484141274255319
"fBodyBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "5" -0.453697247021277
"fBodyBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "5" -0.487128422553191
"tBodyAcc-mean()-X" "WALKING_UPSTAIRS" "5" 0.268459469914894
"tBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "5" -0.0325269755153191
"tBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "5" -0.107471453914894
"tBodyAcc-std()-X" "WALKING_UPSTAIRS" "5" -0.0457237779851064
"tBodyAcc-std()-Y" "WALKING_UPSTAIRS" "5" 0.185022459476596
"tBodyAcc-std()-Z" "WALKING_UPSTAIRS" "5" -0.308938978787234
"tGravityAcc-mean()-X" "WALKING_UPSTAIRS" "5" 0.936821834893617
"tGravityAcc-mean()-Y" "WALKING_UPSTAIRS" "5" -0.265942569148936
"tGravityAcc-mean()-Z" "WALKING_UPSTAIRS" "5" -0.0232035364248936
"tGravityAcc-std()-X" "WALKING_UPSTAIRS" "5" -0.95357996893617
"tGravityAcc-std()-Y" "WALKING_UPSTAIRS" "5" -0.900511719787234
"tGravityAcc-std()-Z" "WALKING_UPSTAIRS" "5" -0.92141958
"tBodyAccJerk-mean()-X" "WALKING_UPSTAIRS" "5" 0.0795443483829787
"tBodyAccJerk-mean()-Y" "WALKING_UPSTAIRS" "5" 0.0140130363106383
"tBodyAccJerk-mean()-Z" "WALKING_UPSTAIRS" "5" -0.025590953282766
"tBodyAccJerk-std()-X" "WALKING_UPSTAIRS" "5" -0.223896564340426
"tBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "5" -0.125026612744681
"tBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "5" -0.63836903212766
"tBodyGyro-mean()-X" "WALKING_UPSTAIRS" "5" 0.0395191121489362
"tBodyGyro-mean()-Y" "WALKING_UPSTAIRS" "5" -0.117195551802128
"tBodyGyro-mean()-Z" "WALKING_UPSTAIRS" "5" 0.0424442819489362
"tBodyGyro-std()-X" "WALKING_UPSTAIRS" "5" -0.443342262340426
"tBodyGyro-std()-Y" "WALKING_UPSTAIRS" "5" -0.440345826382979
"tBodyGyro-std()-Z" "WALKING_UPSTAIRS" "5" -0.26545133312766
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" "5" -0.143029686361702
"tBodyGyroJerk-mean()-Y" "WALKING_UPSTAIRS" "5" -0.0559895777393617
"tBodyGyroJerk-mean()-Z" "WALKING_UPSTAIRS" "5" -0.0534895401
"tBodyGyroJerk-std()-X" "WALKING_UPSTAIRS" "5" -0.305245202489362
"tBodyGyroJerk-std()-Y" "WALKING_UPSTAIRS" "5" -0.631822048297872
"tBodyGyroJerk-std()-Z" "WALKING_UPSTAIRS" "5" -0.282154378489362
"tBodyAccMag-mean()" "WALKING_UPSTAIRS" "5" 0.0435562021989362
"tBodyAccMag-std()" "WALKING_UPSTAIRS" "5" -0.136736383765957
"tGravityAccMag-mean()" "WALKING_UPSTAIRS" "5" 0.0435562021989362
"tGravityAccMag-std()" "WALKING_UPSTAIRS" "5" -0.136736383765957
"tBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "5" -0.247403476914894
"tBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "5" -0.310186545957447
"tBodyGyroMag-mean()" "WALKING_UPSTAIRS" "5" -0.235516929306383
"tBodyGyroMag-std()" "WALKING_UPSTAIRS" "5" -0.354687870212766
"tBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "5" -0.47348816787234
"tBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "5" -0.557988065531915
"fBodyAcc-mean()-X" "WALKING_UPSTAIRS" "5" -0.161485339978723
"fBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "5" 0.0728903158085106
"fBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "5" -0.457470676808511
"fBodyAcc-std()-X" "WALKING_UPSTAIRS" "5" -0.00473819670425532
"fBodyAcc-std()-Y" "WALKING_UPSTAIRS" "5" 0.165037631180851
"fBodyAcc-std()-Z" "WALKING_UPSTAIRS" "5" -0.28925665906383
"fBodyAccJerk-mean()-X" "WALKING_UPSTAIRS" "5" -0.289725470425532
"fBodyAccJerk-mean()-Y" "WALKING_UPSTAIRS" "5" -0.19681792087234
"fBodyAccJerk-mean()-Z" "WALKING_UPSTAIRS" "5" -0.606717464680851
"fBodyAccJerk-std()-X" "WALKING_UPSTAIRS" "5" -0.22532784293617
"fBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "5" -0.105311152804255
"fBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "5" -0.668825711276596
"fBodyGyro-mean()-X" "WALKING_UPSTAIRS" "5" -0.263615096246809
"fBodyGyro-mean()-Y" "WALKING_UPSTAIRS" "5" -0.516609046808511
"fBodyGyro-mean()-Z" "WALKING_UPSTAIRS" "5" -0.139801393244681
"fBodyGyro-std()-X" "WALKING_UPSTAIRS" "5" -0.501685580212766
"fBodyGyro-std()-Y" "WALKING_UPSTAIRS" "5" -0.403486393191489
"fBodyGyro-std()-Z" "WALKING_UPSTAIRS" "5" -0.380378006808511
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" "5" -0.169261525
"fBodyAccMag-std()" "WALKING_UPSTAIRS" "5" -0.254091927148936
"fBodyBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "5" -0.264674938957447
"fBodyBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "5" -0.378616675957447
"fBodyBodyGyroMag-mean()" "WALKING_UPSTAIRS" "5" -0.392564530851064
"fBodyBodyGyroMag-std()" "WALKING_UPSTAIRS" "5" -0.440445051914894
"fBodyBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "5" -0.571344138723404
"fBodyBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "5" -0.572485019787234
"tBodyAcc-mean()-X" "LAYING" "6" 0.248656520140351
"tBodyAcc-mean()-Y" "LAYING" "6" -0.0102529170561404
"tBodyAcc-mean()-Z" "LAYING" "6" -0.133119570368421
"tBodyAcc-std()-X" "LAYING" "6" -0.934049422052632
"tBodyAcc-std()-Y" "LAYING" "6" -0.924644826385965
"tBodyAcc-std()-Z" "LAYING" "6" -0.925216100350877
"tGravityAcc-mean()-X" "LAYING" "6" -0.47670987877193
"tGravityAcc-mean()-Y" "LAYING" "6" 0.956593814210526
"tGravityAcc-mean()-Z" "LAYING" "6" 0.175867709021053
"tGravityAcc-std()-X" "LAYING" "6" -0.887746310350877
"tGravityAcc-std()-Y" "LAYING" "6" -0.959161956491228
"tGravityAcc-std()-Z" "LAYING" "6" -0.928130738421053
"tBodyAccJerk-mean()-X" "LAYING" "6" 0.0963481955263158
"tBodyAccJerk-mean()-Y" "LAYING" "6" -0.00114529240245614
"tBodyAccJerk-mean()-Z" "LAYING" "6" 0.00328817288070175
"tBodyAccJerk-std()-X" "LAYING" "6" -0.966341054736842
"tBodyAccJerk-std()-Y" "LAYING" "6" -0.933674494385965
"tBodyAccJerk-std()-Z" "LAYING" "6" -0.959646055263158
"tBodyGyro-mean()-X" "LAYING" "6" -0.0079605026754386
"tBodyGyro-mean()-Y" "LAYING" "6" -0.107218315054386
"tBodyGyro-mean()-Z" "LAYING" "6" 0.179102058245614
"tBodyGyro-std()-X" "LAYING" "6" -0.955378225087719
"tBodyGyro-std()-Y" "LAYING" "6" -0.943634949473684
"tBodyGyro-std()-Z" "LAYING" "6" -0.939141878596491
"tBodyGyroJerk-mean()-X" "LAYING" "6" -0.111267284631579
"tBodyGyroJerk-mean()-Y" "LAYING" "6" -0.0424104289992982
"tBodyGyroJerk-mean()-Z" "LAYING" "6" -0.0717774743859649
"tBodyGyroJerk-std()-X" "LAYING" "6" -0.939611608245614
"tBodyGyroJerk-std()-Y" "LAYING" "6" -0.958628819649123
"tBodyGyroJerk-std()-Z" "LAYING" "6" -0.959579071578947
"tBodyAccMag-mean()" "LAYING" "6" -0.918878850824561
"tBodyAccMag-std()" "LAYING" "6" -0.897326245964912
"tGravityAccMag-mean()" "LAYING" "6" -0.918878850824561
"tGravityAccMag-std()" "LAYING" "6" -0.897326245964912
"tBodyAccJerkMag-mean()" "LAYING" "6" -0.954750504912281
"tBodyAccJerkMag-std()" "LAYING" "6" -0.950341934385965
"tBodyGyroMag-mean()" "LAYING" "6" -0.908980174736842
"tBodyGyroMag-std()" "LAYING" "6" -0.920914497017544
"tBodyGyroJerkMag-mean()" "LAYING" "6" -0.955645738245614
"tBodyGyroJerkMag-std()" "LAYING" "6" -0.953157001578947
"fBodyAcc-mean()-X" "LAYING" "6" -0.939114254210526
"fBodyAcc-mean()-Y" "LAYING" "6" -0.923706791403509
"fBodyAcc-mean()-Z" "LAYING" "6" -0.938044912280702
"fBodyAcc-std()-X" "LAYING" "6" -0.932462941461404
"fBodyAcc-std()-Y" "LAYING" "6" -0.929711219929825
"fBodyAcc-std()-Z" "LAYING" "6" -0.924004748421053
"fBodyAccJerk-mean()-X" "LAYING" "6" -0.967072436842105
"fBodyAccJerk-mean()-Y" "LAYING" "6" -0.936043420175439
"fBodyAccJerk-mean()-Z" "LAYING" "6" -0.954425844736842
"fBodyAccJerk-std()-X" "LAYING" "6" -0.968619159473684
"fBodyAccJerk-std()-Y" "LAYING" "6" -0.935717452807018
"fBodyAccJerk-std()-Z" "LAYING" "6" -0.963567540877193
"fBodyGyro-mean()-X" "LAYING" "6" -0.935439769649123
"fBodyGyro-mean()-Y" "LAYING" "6" -0.941771544385965
"fBodyGyro-mean()-Z" "LAYING" "6" -0.932636612807018
"fBodyGyro-std()-X" "LAYING" "6" -0.962164978596491
"fBodyGyro-std()-Y" "LAYING" "6" -0.945365097894737
"fBodyGyro-std()-Z" "LAYING" "6" -0.947136774385965
"fBodyAccMag-mean()" "LAYING" "6" -0.91235165222807
"fBodyAccMag-std()" "LAYING" "6" -0.905373979824561
"fBodyBodyAccJerkMag-mean()" "LAYING" "6" -0.948655471052632
"fBodyBodyAccJerkMag-std()" "LAYING" "6" -0.951552664035088
"fBodyBodyGyroMag-mean()" "LAYING" "6" -0.930153639473684
"fBodyBodyGyroMag-std()" "LAYING" "6" -0.928694890175439
"fBodyBodyGyroJerkMag-mean()" "LAYING" "6" -0.953695957368421
"fBodyBodyGyroJerkMag-std()" "LAYING" "6" -0.955504654561404
"tBodyAcc-mean()-X" "SITTING" "6" 0.276778487454545
"tBodyAcc-mean()-Y" "SITTING" "6" -0.0145911615290909
"tBodyAcc-mean()-Z" "SITTING" "6" -0.110127728709091
"tBodyAcc-std()-X" "SITTING" "6" -0.980164933636364
"tBodyAcc-std()-Y" "SITTING" "6" -0.923682131090909
"tBodyAcc-std()-Z" "SITTING" "6" -0.925797097090909
"tGravityAcc-mean()-X" "SITTING" "6" 0.933692934909091
"tGravityAcc-mean()-Y" "SITTING" "6" 0.0682628663363636
"tGravityAcc-mean()-Z" "SITTING" "6" 0.0695219657167273
"tGravityAcc-std()-X" "SITTING" "6" -0.988872369272727
"tGravityAcc-std()-Y" "SITTING" "6" -0.960875994727273
"tGravityAcc-std()-Z" "SITTING" "6" -0.955475832363636
"tBodyAccJerk-mean()-X" "SITTING" "6" 0.0754721635223636
"tBodyAccJerk-mean()-Y" "SITTING" "6" 2.55649800000024e-06
"tBodyAccJerk-mean()-Z" "SITTING" "6" 0.00623727782090909
"tBodyAccJerk-std()-X" "SITTING" "6" -0.969929476363636
"tBodyAccJerk-std()-Y" "SITTING" "6" -0.945143686181818
"tBodyAccJerk-std()-Z" "SITTING" "6" -0.958572952545454
"tBodyGyro-mean()-X" "SITTING" "6" -0.0372442282830909
"tBodyGyro-mean()-Y" "SITTING" "6" -0.0899083302550909
"tBodyGyro-mean()-Z" "SITTING" "6" 0.0854346006181818
"tBodyGyro-std()-X" "SITTING" "6" -0.957367681818182
"tBodyGyro-std()-Y" "SITTING" "6" -0.944130044727273
"tBodyGyro-std()-Z" "SITTING" "6" -0.939681350909091
"tBodyGyroJerk-mean()-X" "SITTING" "6" -0.0936693524363636
"tBodyGyroJerk-mean()-Y" "SITTING" "6" -0.0333986700025455
"tBodyGyroJerk-mean()-Z" "SITTING" "6" -0.0465504310978182
"tBodyGyroJerk-std()-X" "SITTING" "6" -0.943714804727273
"tBodyGyroJerk-std()-Y" "SITTING" "6" -0.961780726363636
"tBodyGyroJerk-std()-Z" "SITTING" "6" -0.958787671272727
"tBodyAccMag-mean()" "SITTING" "6" -0.949543531272727
"tBodyAccMag-std()" "SITTING" "6" -0.931572655636364
"tGravityAccMag-mean()" "SITTING" "6" -0.949543531272727
"tGravityAccMag-std()" "SITTING" "6" -0.931572655636364
"tBodyAccJerkMag-mean()" "SITTING" "6" -0.962733502
